id,brokerid,clientid,institutionid,loanamount,rate,cbscore,province,city,occupancy,product,purpose,status,date
123943,9,1119,4,1230000,0.0714,505,ON,Niagara Falls,Owner Occupied,HELOC,refinance,funded,2022-07-21
123944,1,2794,2,395700,0.0809,748,AB,Edmonton,Owner Occupied,Second Mortgage,refinance,funded,2022-07-27
123945,4,2529,1,100000,0.0674,857,BC,Richmond,Owner Occupied,First Mortgage,Purchase,approved,2022-08-04
123946,19,2453,5,345000,0.0794,650,AB,Edmonton,Owner Occupied,Second Mortgage,refinance,approved,2022-08-05
123947,15,1440,1,321000,0.0664,798,BC,Richmond,Owner Occupied,First Mortgage,Purchase,funded,2022-08-08
123948,32,1696,5,205000,0.0794,865,ON,Windsor,Owner Occupied,Second Mortgage,refinance,cancelled,2022-08-24
123949,7,1716,3,394500,0.0814,574,AB,Edmonton,Owner Occupied,HELOC,refinance,declined,2022-08-29
123950,3,2939,3,321000,0.0699,548,ON,Kitchener,Owner Occupied,First Mortgage,Purchase,approved,2022-09-01
123951,15,2352,5,340950,0.0794,867,AB,Edmonton,Owner Occupied,First Mortgage,Purchase,funded,2022-09-07
123952,36,2484,5,321000,0.0794,568,ON,Kitchener,Owner Occupied,HELOC,refinance,cancelled,2022-09-08
123953,11,2415,5,444000,0.0789,458,ON,Kitchener,Owner Occupied,First Mortgage,refinance,funded,2022-09-14
123954,23,2549,2,999000,0.0684,745,AB,Edmonton,Owner Occupied,First Mortgage,refinance,declined,2022-09-15
123955,23,1727,5,450000,0.0664,748,AB,Edmonton,Owner Occupied,First Mortgage,refinance,funded,2022-09-20
123956,15,2540,3,1200000,0.0664,857,BC,White Rock,Owner Occupied,First Mortgage,Purchase,cancelled,2022-12-08
123957,13,2990,1,496000,0.0689,584,ON,Waterloo,Owner Occupied,First Mortgage,Purchase,approved,2022-09-16
123958,12,2028,3,1320500,0.0794,685,AB,Calgary,Owner Occupied,First Mortgage,Purchase,approved,2022-01-10
123959,18,2348,1,205000,0.0754,639,ON,Waterloo,Owner Occupied,HELOC,refinance,approved,2022-05-16
123960,13,2118,6,420000,0.0679,458,AB,Calgary,Owner Occupied,First Mortgage,Purchase,approved,2022-06-01
123961,22,1963,5,346000,0.0689,848,BC,Chilliwack,Owner Occupied,First Mortgage,Purchase,funded,2022-03-03
123962,14,1093,6,120000,0.0669,482,ON,Waterloo,Owner Occupied,Second Mortgage,refinance,cancelled,2022-07-21
123963,14,2766,4,230000,0.0744,678,ON,Waterloo,Owner Occupied,First Mortgage,refinance,declined,2022-09-15
123964,12,2425,1,219000,0.0809,639,BC,Kelowna,Owner Occupied,First Mortgage,refinance,declined,2022-05-20
123965,20,2326,4,140000,0.0664,711,ON,Toronto,Owner Occupied,First Mortgage,refinance,approved,2022-02-22
123966,17,1357,1,678000,0.0794,867,ON,Toronto,Owner Occupied,HELOC,refinance,approved,2022-06-20
123967,23,2437,6,300000,0.0704,584,ON,Guelph,Owner Occupied,HELOC,refinance,funded,2022-12-22
123968,19,1366,4,610000,0.0664,897,ON,Guelph,Owner Occupied,First Mortgage,refinance,approved,2022-04-06
123969,23,1892,3,458000,0.0664,874,AB,Calgary,Owner Occupied,HELOC,refinance,declined,2022-09-14
123970,12,1759,4,1120500,0.0809,785,BC,Abbotsford,Owner Occupied,First Mortgage,refinance,approved,2022-08-31
123971,17,1130,3,604600,0.0684,505,NS,Halifax,Owner Occupied,HELOC,refinance,funded,2022-06-27
123972,23,1769,3,100000,0.0764,639,ON,London,Owner Occupied,First Mortgage,Purchase,approved,2022-08-19
123973,14,2474,4,865000,0.0684,568,BC,Mission,Owner Occupied,Second Mortgage,refinance,cancelled,2022-04-10
123974,19,2673,6,450000,0.0664,848,ON,Ottawa,Rental ,HELOC,refinance,approved,2022-03-30
123975,13,1006,6,458000,0.0689,872,AB,Edmonton,Owner Occupied,Second Mortgage,refinance,cancelled,2022-11-16
123976,13,1839,4,1500500,0.0699,650,BC,Mission,Owner Occupied,Second Mortgage,refinance,funded,2022-09-05
123977,15,1261,3,123000,0.0674,568,BC,Mission,Rental ,HELOC,refinance,declined,2022-09-01
123978,12,2226,5,129500,0.0799,645,ON,Ottawa,Owner Occupied,HELOC,refinance,approved,2022-08-16
123979,16,2179,4,100000,0.0724,872,BC,Campbell River,Owner Occupied,Second Mortgage,refinance,approved,2022-01-24
123980,13,1670,3,120000,0.0664,578,ON,Ottawa,Rental ,First Mortgage,Purchase,funded,2022-09-18
123981,21,1185,3,293500,0.0739,584,ON,Ottawa,Owner Occupied,First Mortgage,Purchase,declined,2022-08-22
123982,20,2511,4,112500,0.0794,848,AB,Edmonton,Owner Occupied,Second Mortgage,refinance,funded,2022-07-07
123983,20,2975,5,219000,0.0689,785,ON,Ottawa,Rental ,HELOC,refinance,declined,2022-06-24
123984,23,1006,1,962000,0.0784,689,ON,Ottawa,Owner Occupied,First Mortgage,refinance,funded,2022-02-14
123985,22,1979,3,123000,0.0694,658,AB,Calgary,Owner Occupied,First Mortgage,refinance,approved,2022-01-31
123986,22,2373,3,765000,0.0739,582,AB,Medicine Hat,Rental ,First Mortgage,refinance,funded,2022-06-08
123987,18,1270,6,420000,0.0784,578,PEI,Charlottetown,Owner Occupied,HELOC,refinance,funded,2022-06-16
123988,21,2286,6,1000000,0.0664,639,AB,Medicine Hat,Owner Occupied,First Mortgage,refinance,approved,2022-07-21
123989,12,1194,1,230000,0.0784,874,BC,Campbell River,Rental ,First Mortgage,refinance,approved,2022-08-23
123990,13,2382,1,605000,0.0794,788,ON,London,Owner Occupied,Second Mortgage,refinance,declined,2022-09-04
123991,16,2764,2,730500,0.0764,489,BC,Campbell River,Owner Occupied,First Mortgage,Purchase,cancelled,2022-05-11
123992,15,1846,6,325100,0.0679,647,BC,Campbell River,Rental ,HELOC,refinance,funded,2022-05-24
123993,14,1834,4,888000,0.0714,984,ON,Guelph,Owner Occupied,Second Mortgage,refinance,cancelled,2022-06-23
123994,21,2677,6,604600,0.0789,567,AB,Red Deer,Owner Occupied,First Mortgage,Purchase,cancelled,2022-05-25
123995,17,1413,1,300000,0.0744,848,BC,Vernon,Rental ,HELOC,refinance,funded,2022-08-08
123996,16,1562,3,865000,0.0764,710,AB,Red Deer,Owner Occupied,Second Mortgage,refinance,approved,2022-01-09
123997,17,1226,5,987000,0.0809,598,ON,Waterloo,Owner Occupied,First Mortgage,Purchase,approved,2022-11-08
123998,24,2799,1,395600,0.0724,582,ON,Brampton,Rental ,Second Mortgage,refinance,declined,2022-06-23
123999,19,1011,4,100000,0.0769,489,AB,Red Deer,Owner Occupied,Second Mortgage,refinance,funded,2022-06-15
124000,16,1408,1,1000000,0.0794,800,AB,Red Deer,Owner Occupied,HELOC,refinance,funded,2022-03-21
124001,17,2030,6,962000,0.0734,778,AB,Edmonton,Rental ,First Mortgage,Purchase,funded,2022-12-13
124002,12,2749,4,350000,0.0809,568,BC,Vernon,Owner Occupied,Second Mortgage,refinance,funded,2022-06-03
124003,18,1307,3,198000,0.0799,548,AB,Calgary,Owner Occupied,Second Mortgage,refinance,declined,2022-11-01
124004,19,2163,2,239500,0.0814,500,BC,Vernon,Rental ,HELOC,refinance,approved,2022-04-07
124005,14,2949,2,987000,0.0774,798,BC,Lloydminster,Owner Occupied,HELOC,refinance,approved,2022-06-12
124006,12,2117,2,450000,0.0794,487,AB,Okotoks,Owner Occupied,Second Mortgage,refinance,approved,2022-07-13
124007,13,1404,6,999000,0.0714,645,ON,Etobicoke,Rental ,HELOC,refinance,declined,2022-09-08
124008,21,2083,5,670500,0.0684,487,ON,Etobicoke,Owner Occupied,First Mortgage,refinance,funded,2022-08-30
124009,21,1024,1,198000,0.0734,874,ON,North York,Owner Occupied,First Mortgage,refinance,approved,2022-05-23
124010,15,1083,6,450000,0.0674,700,BC,Lloydminster,Rental,HELOC,refinance,declined,2022-06-03
124011,23,2402,2,395000,0.0734,548,ON,North York,Rental,Second Mortgage,refinance,funded,2022-10-16
124012,17,1186,1,456000,0.0664,656,AB,Cochrane,Rental,HELOC,refinance,declined,2022-09-29
124013,23,1900,3,790000,0.0789,548,BC,Courtenay,Rental,HELOC,refinance,funded,2022-04-25
124014,23,1458,4,654000,0.0664,788,ON,Barrie,Rental,HELOC,refinance,approved,2022-05-16
124015,13,1302,3,1000000,0.0714,858,BC,Cranbrook,Rental,First Mortgage,refinance,funded,2022-05-19
124016,24,2165,2,560500,0.0664,700,MB,Winnipeg,Rental,First Mortgage,Purchase,approved,2022-07-04
124017,18,2096,3,350000,0.0794,578,AB,Canmore,Rental,Second Mortgage,refinance,funded,2022-11-30
124018,19,2195,4,194500,0.0734,658,ON,Niagara Falls,Rental,HELOC,refinance,funded,2022-08-11
124019,16,2423,3,890000,0.0684,645,AB,Canmore,Rental,First Mortgage,Purchase,funded,2022-08-22
124020,17,1789,5,608500,0.0664,639,NL,St. Johns,Rental,Second Mortgage,refinance,funded,2022-07-20
124021,15,2889,1,239500,0.0664,700,AB,Canmore,Rental,HELOC,refinance,approved,2022-07-21
124022,12,1930,4,111000,0.0664,600,BC,Chilliwack,Rental,First Mortgage,Purchase,funded,2022-12-19
124023,14,1326,4,654000,0.0679,582,ON,Orillia,Rental,Second Mortgage,refinance,approved,2022-07-07
124024,20,2642,2,305600,0.0669,568,BC,Coquitlam,Rental,First Mortgage,refinance,funded,2022-08-10
124025,22,1271,3,111000,0.0669,451,BC,Coquitlam,Rental,First Mortgage,Purchase,declined,2022-06-20
124026,20,1505,2,876000,0.0664,689,AB,Airdrie,Rental,HELOC,refinance,funded,2022-06-01
124027,13,1729,4,1000000,0.0774,711,ON,Windsor,Rental,First Mortgage,Purchase,approved,2022-01-27
124028,19,2935,5,120000,0.0789,458,ON,Windsor,Rental,HELOC,refinance,funded,2022-07-11
124029,24,2610,5,543000,0.0664,567,SK,Regina,Rental,HELOC,refinance,approved,2022-07-19
124030,15,1097,6,450000,0.0699,870,ON,Windsor,Rental,First Mortgage,Purchase,funded,2022-09-29
124031,23,2861,4,1200000,0.0774,858,AB,Airdrie,Rental,Second Mortgage,refinance,funded,2022-11-16
124032,17,2176,6,140000,0.0714,687,ON,Toronto,Rental,First Mortgage,refinance,funded,2022-07-21
124033,12,2005,4,204900,0.0794,598,BC,Surrey,Rental,Second Mortgage,refinance,declined,2022-09-21
124034,20,1295,5,987000,0.0709,487,NS,Halifax,Rental,HELOC,refinance,declined,2022-09-05
124035,19,2004,3,395700,0.0669,542,ON,Toronto,Rental,First Mortgage,Purchase,funded,2022-06-24
124036,14,1637,1,678000,0.0729,800,BC,Victoria,Rental,First Mortgage,Purchase,funded,2022-02-20
124037,18,1711,1,450510,0.0734,639,ON,Oakville,Rental,HELOC,refinance,funded,2022-10-23
124038,15,1892,5,125500,0.0734,800,BC,Victoria,Rental,HELOC,refinance,approved,2022-11-27
124039,17,1631,5,908000,0.0744,685,ON,Hamilton,Rental,First Mortgage,Purchase,funded,2022-11-23
124040,13,1349,4,730500,0.0704,984,ON,Brantford,Rental,HELOC,refinance,funded,2022-05-17
124041,13,2953,4,962000,0.0789,548,AB,Airdrie,Rental,HELOC,refinance,funded,2022-08-01
124042,24,1204,2,605000,0.0714,658,ON,Brantford,Rental,First Mortgage,Purchase,funded,2022-01-17
124043,14,2900,4,325100,0.0684,548,BC,Victoria,Owner Occupied,Second Mortgage,refinance,approved,2022-07-25
124044,14,2134,5,125500,0.0764,489,SK,Regina,Owner Occupied,First Mortgage,refinance,funded,2022-06-16
124045,21,2398,1,350000,0.0664,897,ON,Stoney Creek,Rental ,HELOC,refinance,funded,2022-06-09
124046,16,1960,5,450510,0.0814,505,ON,Stoney Creek,Owner Occupied,First Mortgage,refinance,cancelled,2022-06-20
124047,15,1474,2,1200000,0.0794,482,ON,Stoney Creek,Owner Occupied,First Mortgage,Purchase,declined,2022-06-08
124048,15,2823,1,888000,0.0774,586,BC,Victoria,Rental ,First Mortgage,refinance,funded,2022-06-12
124049,15,1426,3,395500,0.0714,639,ON,Whitby,Owner Occupied,First Mortgage,refinance,funded,2022-06-09
124050,18,1068,6,708300,0.0689,858,BC,Victoria,Owner Occupied,First Mortgage,Purchase,funded,2022-01-30
124051,13,1008,5,888000,0.0754,874,BC,Vancouver,Rental ,First Mortgage,refinance,funded,2022-06-13
124052,16,1540,3,444000,0.0784,858,ON,Whitby,Owner Occupied,HELOC,refinance,declined,2022-10-13
124053,19,2072,1,1230000,0.0799,549,AB,Airdrie,Owner Occupied,HELOC,refinance,declined,2022-11-02
124054,20,1962,3,460000,0.0744,548,AB,Airdrie,Rental ,HELOC,refinance,approved,2022-08-24
124055,13,1129,4,205000,0.0674,848,MB,Winnipeg,Owner Occupied,First Mortgage,refinance,cancelled,2022-01-30
124056,17,1139,1,444000,0.0754,574,BC,Vancouver,Owner Occupied,HELOC,refinance,funded,2022-04-11
124057,23,2863,3,780000,0.0794,578,AB,Chestermere,Rental ,HELOC,refinance,declined,2022-10-20
124058,21,2364,6,456000,0.0774,568,AB,Chestermere,Owner Occupied,Second Mortgage,refinance,approved,2022-10-27
124059,12,2934,4,112500,0.0664,874,ON,Scarborough,Owner Occupied,Second Mortgage,refinance,funded,2022-05-26
124060,12,2842,1,321000,0.0694,874,ON,Markham,Rental,Second Mortgage,refinance,cancelled,2022-08-18
124061,23,2192,1,1000000,0.0689,487,ON,Markham,Rental,HELOC,refinance,funded,2022-06-01
124062,15,1566,3,789000,0.0794,542,ON,Oakville,Rental,HELOC,refinance,funded,2022-11-29
124063,13,1967,6,204900,0.0664,785,AB,Chestermere,Rental,HELOC,refinance,approved,2022-12-22
124064,14,1642,9,193500,0.0764,479,AB,St. Albert,Rental,HELOC,refinance,funded,2022-11-08
124065,23,1173,6,450510,0.0794,598,AB,Edmonton,Rental,HELOC,refinance,funded,2022-05-03
124066,15,1199,9,890000,0.0779,639,NL,St. Johns,Rental,First Mortgage,refinance,cancelled,2022-05-23
124067,16,2938,6,450000,0.0744,984,BC,Surrey,Rental,First Mortgage,refinance,funded,2022-03-13
124068,15,1706,4,1000000,0.0689,639,ON,Brampton,Rental,First Mortgage,Purchase,approved,2022-07-17
124069,18,1013,6,125000,0.0694,487,BC,Chilliwack,Rental,Second Mortgage,refinance,approved,2022-06-01
124070,19,1924,7,346000,0.0654,639,NL,St. Johns,Rental,HELOC,refinance,approved,2022-12-26
124071,23,2673,1,670500,0.0754,451,ON,Orillia,Rental,First Mortgage,Purchase,funded,2022-12-05
124072,21,2755,7,456500,0.0784,785,ON,Orillia,Rental,HELOC,refinance,approved,2022-12-28
124073,24,2700,8,346000,0.0699,639,BC,Vancouver,Owner Occupied,First Mortgage,Purchase,funded,2022-04-14
124074,20,2411,6,395500,0.0724,748,AB,Cochrane,Owner Occupied,First Mortgage,Purchase,funded,2022-12-12
124075,20,1697,8,120100,0.0664,549,AB,Cochrane,Rental ,Second Mortgage,refinance,cancelled,2022-09-20
124076,12,1968,8,129500,0.0799,658,ON,Hamilton,Owner Occupied,Second Mortgage,refinance,funded,2022-06-24
124077,15,2583,1,605000,0.0679,639,ON,Kitchener,Owner Occupied,First Mortgage,Purchase,funded,2022-08-18
124078,21,1461,1,789000,0.0699,487,AB,Chestermere,Rental ,HELOC,refinance,funded,2022-01-23
124079,21,2983,8,406600,0.0779,785,AB,Edmonton,Owner Occupied,Second Mortgage,refinance,funded,2022-05-30
124080,15,2622,5,238500,0.0794,711,AB,Fort Saskatchewan,Owner Occupied,First Mortgage,Purchase,declined,2022-05-04
124081,23,2536,6,777000,0.0714,848,ON,Toronto,Rental ,First Mortgage,Purchase,funded,2022-12-14
124082,12,2856,4,128300,0.0734,500,ON,Brampton,Owner Occupied,Second Mortgage,refinance,declined,2022-07-05
124083,20,1234,4,345000,0.0684,510,BC,Victoria,Owner Occupied,Second Mortgage,refinance,declined,2022-09-01
124084,23,2680,6,432000,0.0784,711,ON,Milton,Rental ,HELOC,refinance,approved,2022-07-07
124085,12,2841,4,432000,0.0809,451,ON,Georgetown,Owner Occupied,First Mortgage,refinance,cancelled,2022-07-28
124086,17,1697,7,908000,0.0669,748,AB,Fort Saskatchewan,Owner Occupied,Second Mortgage,refinance,declined,2022-09-13
124087,19,1177,1,193500,0.0724,685,BC,Saanich,Rental ,First Mortgage,refinance,approved,2022-06-13
124088,20,2854,1,450510,0.0709,659,SK,Saskatoon,Owner Occupied,First Mortgage,refinance,approved,2022-02-28
124089,22,1418,3,693500,0.0744,800,ON,Sudbury,Owner Occupied,First Mortgage,refinance,funded,2022-08-02
124090,19,1014,4,239500,0.0664,870,ON,Barrie,Rental,First Mortgage,Purchase,declined,2022-12-05
124091,15,1395,9,780000,0.0714,8748,ON,Niagara Falls,Rental,First Mortgage,Purchase,cancelled,2022-08-29
124092,23,2242,6,555000,0.0714,500,PEI,Charlottetown,Rental,HELOC,refinance,funded,2022-06-29
124093,23,1013,6,129500,0.0684,800,BC,Langford,Rental,First Mortgage,refinance,funded,2022-05-19
124094,19,1531,6,876000,0.0664,685,AB,Fort Saskatchewan,Rental,First Mortgage,Purchase,declined,2022-03-30
124095,16,2177,5,192000,0.0664,482,AB,Sherwood Park,Rental,First Mortgage,refinance,approved,2022-11-27
124096,21,2603,9,432000,0.0664,648,ON,Hamilton,Rental,HELOC,refinance,approved,2022-01-19
124097,12,2092,6,1300500,0.0674,648,BC,Langley,Rental,First Mortgage,refinance,funded,2022-07-27
124098,19,1822,3,294000,0.0724,979,AB,Edmonton,Rental,First Mortgage,refinance,declined,2022-08-12
124099,14,1741,5,432000,0.0789,865,ON,London,Rental,First Mortgage,refinance,funded,2022-06-26
124100,18,1116,8,294000,0.0689,785,ON,Ottawa,Rental,HELOC,refinance,approved,2022-01-06
124101,18,1083,9,432000,0.0764,800,AB,Medicine Hat,Rental,First Mortgage,refinance,funded,2022-09-08
124102,15,1766,6,795000,0.0774,870,AB,Red Deer,Rental,HELOC,refinance,declined,2022-10-18
124103,21,2539,9,19100,0.0724,549,BC,Langley,Owner Occupied,HELOC,refinance,funded,2022-08-02
124104,15,2117,6,294000,0.0714,650,ON,Guelph,Owner Occupied,HELOC,refinance,cancelled,2022-01-03
124105,21,2860,1,450000,0.0664,584,ON,Toronto,Rental ,HELOC,refinance,funded,2022-07-10
124106,18,1316,1,610000,0.0764,659,ON,Toronto,Owner Occupied,HELOC,refinance,funded,2022-12-28
124107,20,1262,7,300000,0.0774,586,ON,Toronto,Owner Occupied,HELOC,refinance,declined,2022-07-12
124108,12,2462,6,100000,0.0664,857,AB,Canmore,Rental ,First Mortgage,refinance,approved,2022-09-01
124109,21,1675,9,567000,0.0664,542,AB,Canmore,Owner Occupied,Second Mortgage,refinance,funded,2022-07-26
124110,19,2247,3,962000,0.0734,867,AB,Blackfalds,Owner Occupied,HELOC,refinance,approved,2022-12-27
124111,19,1731,5,300000,0.0734,979,ON,Etobicoke,Rental ,First Mortgage,refinance,cancelled,2022-07-10
124112,21,1073,1,794500,0.0674,500,ON,Oakville,Owner Occupied,First Mortgage,Purchase,cancelled,2022-12-22
124113,19,2759,8,865000,0.0744,568,ON,Oakville,Owner Occupied,Second Mortgage,refinance,cancelled,2022-08-18
124114,16,2289,7,325100,0.0764,872,AB,Blackfalds,Rental ,Second Mortgage,refinance,funded,2022-12-19
124115,20,2040,5,569500,0.0794,639,AB,Blackfalds,Owner Occupied,Second Mortgage,refinance,funded,2022-12-04
124116,22,1961,7,876000,0.0684,658,ON,Mississauga,Owner Occupied,HELOC,refinance,funded,2022-05-30
124117,20,2672,1,205000,0.0724,487,AB,Calgary,Rental ,First Mortgage,Purchase,funded,2022-08-16
124118,17,1290,8,790000,0.0754,858,BC,Langley,Owner Occupied,First Mortgage,Purchase,cancelled,2022-09-23
124119,20,2974,8,112500,0.0704,848,AB,Calgary,Owner Occupied,Second Mortgage,refinance,approved,2022-07-14
124120,23,1174,1,1120500,0.0814,650,BC,Abbotsford,Rental,Second Mortgage,refinance,cancelled,2022-01-17
124121,19,2401,9,230950,0.0749,568,BC,Chilliwack,Rental,First Mortgage,Purchase,funded,2022-01-10
124122,17,2658,5,350000,0.0694,639,ON,Mississauga,Rental,HELOC,refinance,approved,2022-07-05
124123,17,1191,9,670500,0.0784,745,ON,Mississauga,Rental,Second Mortgage,refinance,funded,2022-08-19
124124,21,1637,1,220000,0.0684,867,BC,Vancouver,Rental,First Mortgage,refinance,cancelled,2022-02-07
124125,19,1752,8,666000,0.0799,800,AB,Calgary,Rental,First Mortgage,Purchase,approved,2022-10-27
124126,12,2900,7,230950,0.0754,678,ON,Cornwall,Rental,First Mortgage,Purchase,approved,2022-12-29
124127,13,2098,7,333000,0.0664,645,BC,Victoria,Rental,HELOC,refinance,approved,2022-07-01
124128,23,2065,1,708300,0.0719,687,AB,Edmonton,Rental,HELOC,refinance,funded,2022-05-26
124129,13,2979,4,708300,0.0714,458,AB,Edmonton,Rental,HELOC,refinance,approved,2022-09-18
124130,23,2811,3,345000,0.0764,647,AB,Calgary,Rental,Second Mortgage,refinance,approved,2022-05-16
124131,23,2145,1,985500,0.0784,688,AB,Edmonton,Rental,HELOC,refinance,cancelled,2022-09-14
124132,12,2190,9,569500,0.0689,688,ON,Etobicoke,Rental,HELOC,refinance,funded,2022-02-13
124133,13,2736,3,192000,0.0769,648,AB,Calgary,Owner Occupied,First Mortgage,refinance,approved,2022-05-29
124134,16,1635,5,123000,0.0664,639,ON,Newmarket,Owner Occupied,First Mortgage,refinance,funded,2022-09-08
124135,21,2586,8,693500,0.0654,598,AB,Edmonton,Rental ,First Mortgage,refinance,approved,2022-05-11
124136,12,1284,5,666000,0.0664,548,ON,Ajax,Owner Occupied,First Mortgage,Purchase,declined,2022-08-22
124137,12,2972,6,605000,0.0664,867,MB,Winnipeg,Owner Occupied,HELOC,refinance,declined,2022-12-18
124138,19,2893,4,790000,0.0794,489,BC,Richmond,Rental ,Second Mortgage,refinance,approved,2022-07-07
124139,21,1918,9,140000,0.0719,549,BC,Richmond,Owner Occupied,HELOC,refinance,declined,2022-10-09
124140,19,1609,6,198000,0.0734,785,ON,Newmarket,Owner Occupied,HELOC,refinance,funded,2022-10-10
124141,23,2132,6,999000,0.0704,658,AB,Edmonton,Rental ,Second Mortgage,refinance,funded,2022-07-03
124142,16,2176,9,605000,0.0809,979,ON,Etobicoke,Owner Occupied,First Mortgage,Purchase,declined,2022-05-13
124143,23,2999,1,350000,0.0744,785,BC,Surrey,Owner Occupied,Second Mortgage,refinance,cancelled,2022-11-01
124144,23,1299,5,100000,0.0664,639,ON,Cornwall,Rental ,First Mortgage,Purchase,funded,2022-01-17
124145,19,1676,4,450000,0.0739,874,AB,Edmonton,Owner Occupied,HELOC,refinance,approved,2022-08-03
124146,23,1914,6,1000000,0.0794,658,ON,Burlington,Owner Occupied,Second Mortgage,refinance,cancelled,2022-06-28
124147,15,1743,5,450000,0.0714,645,AB,Calgary,Rental ,First Mortgage,refinance,approved,2022-11-15
124148,17,1072,1,543000,0.0664,578,ON,Burlington,Owner Occupied,HELOC,refinance,funded,2022-10-18
124149,13,1198,6,219000,0.0664,598,AB,Calgary,Owner Occupied,Second Mortgage,refinance,declined,2022-03-03
124150,16,1166,7,515000,0.0759,650,ON,Burlington,Rental,First Mortgage,refinance,funded,2022-05-22
124151,20,2587,1,345000,0.0714,598,ON,Burlington,Rental,First Mortgage,refinance,declined,2022-04-24
124152,19,1133,3,908000,0.0814,639,BC,Richmond,Rental,HELOC,refinance,declined,2022-02-14
124153,17,2636,3,760000,0.0764,785,ON,Burlington,Rental,Second Mortgage,refinance,declined,2022-09-19
124154,13,2288,8,340950,0.0669,798,AB,Sherwood Park,Rental,Second Mortgage,refinance,approved,2022-06-29
124155,16,1485,5,1125500,0.0809,874,NS,Halifax,Rental,HELOC,refinance,approved,2022-03-02
124156,31,1768,9,1200000,0.0794,745,BC,Victoria,Rental,Second Mortgage,refinance,approved,2022-07-19
124157,33,1547,5,450000,0.0654,574,BC,Victoria,Rental,Second Mortgage,refinance,declined,2022-02-22
124158,35,2347,3,908000,0.0714,648,BC,Vancouver,Rental,Second Mortgage,refinance,funded,2022-11-17
124159,22,2835,7,230950,0.0764,547,BC,Vancouver,Rental,First Mortgage,Purchase,funded,2022-02-10
124160,21,2319,6,239500,0.0734,858,BC,Surrey,Rental,Second Mortgage,refinance,cancelled,2022-09-21
124161,12,1671,4,239000,0.0664,645,AB,Medicine Hat,Rental,Second Mortgage,refinance,funded,2022-06-26
124162,36,1147,5,654000,0.0664,578,BC,Langley,Rental,HELOC,refinance,cancelled,2022-05-15
124163,13,1670,6,460000,0.0664,578,BC,Langford,Owner Occupied,First Mortgage,refinance,declined,2022-03-17
124164,35,2690,8,294000,0.0754,479,ON,Burlington,Owner Occupied,HELOC,refinance,funded,2022-09-02
124165,29,2440,7,999000,0.0814,598,AB,Medicine Hat,Rental ,HELOC,refinance,funded,2022-03-29
124166,25,2978,9,234000,0.0794,848,ON,Burlington,Owner Occupied,First Mortgage,refinance,approved,2022-08-11
124167,23,1681,3,543000,0.0789,542,BC,Langley,Owner Occupied,Second Mortgage,refinance,declined,2022-06-02
124168,15,1180,8,125000,0.0794,598,BC,Langley,Rental ,First Mortgage,Purchase,approved,2022-04-04
124169,16,1671,6,1200000,0.0794,568,BC,Coquitlam,Owner Occupied,First Mortgage,Purchase,declined,2022-07-25
124170,23,2679,9,780000,0.0664,639,AB,Red Deer,Owner Occupied,HELOC,refinance,funded,2022-05-17
124171,15,1525,1,560500,0.0664,656,BC,Maple Ridge,Rental ,First Mortgage,Purchase,approved,2022-09-15
124172,16,1419,7,450000,0.0774,711,ON,Burlington,Owner Occupied,HELOC,refinance,declined,2022-09-22
124173,15,1993,1,765000,0.0794,658,AB,Red Deer,Owner Occupied,Second Mortgage,refinance,funded,2022-11-17
124174,20,2151,5,678000,0.0664,547,ON,Burlington,Rental ,Second Mortgage,refinance,approved,2022-06-02
124175,20,1637,3,120000,0.0734,872,ON,Burlington,Owner Occupied,Second Mortgage,refinance,funded,2022-06-30
124176,13,1631,1,654000,0.0759,567,AB,Cochrane,Owner Occupied,First Mortgage,Purchase,funded,2022-02-03
124177,16,1421,5,111000,0.0794,870,ON,Burlington,Rental ,HELOC,refinance,approved,2022-09-20
124178,23,2803,9,300000,0.0799,650,ON,Burlington,Owner Occupied,HELOC,refinance,declined,2022-08-04
124179,14,1395,6,543000,0.0669,865,AB,Airdrie,Owner Occupied,HELOC,refinance,declined,2022-07-26
124180,13,1014,3,1500500,0.0764,778,ON,Burlington,Rental,HELOC,refinance,funded,2022-08-02
124181,25,1316,8,100000,0.0769,689,AB,Okotoks,Rental,First Mortgage,refinance,declined,2022-04-28
124182,27,2228,8,450000,0.0764,656,ON,Burlington,Rental,First Mortgage,refinance,cancelled,2022-02-14
124183,35,2542,7,112500,0.0814,984,ON,Burlington,Rental,Second Mortgage,refinance,approved,2022-08-24
124184,23,2303,5,515000,0.0754,645,AB,Airdrie,Rental,First Mortgage,refinance,funded,2022-03-02
124185,28,1659,1,100000,0.0794,778,ON,Etobicoke,Rental,HELOC,refinance,funded,2022-06-14
124186,26,2953,5,777000,0.0689,858,BC,Maple Ridge,Rental,Second Mortgage,refinance,approved,2022-09-07
124187,16,2488,6,395500,0.0744,874,BC,Maple Ridge,Rental,HELOC,refinance,funded,2022-08-19
124188,22,1250,1,876000,0.0754,545,ON,Mississauga,Rental,First Mortgage,Purchase,declined,2022-08-12
124189,16,2497,7,670500,0.0704,800,AB,Edmonton,Rental,HELOC,refinance,funded,2022-01-30
124190,17,2041,9,1230000,0.0734,874,ON,Milton,Rental,First Mortgage,Purchase,declined,2022-03-15
124191,26,1015,5,239500,0.0744,984,BC,Maple Ridge,Rental,First Mortgage,Purchase,funded,2022-06-24
